GeneID,Symbol,Gene Name / Type
91433,RCCD1,RCC1 domain containing 1
9055,PRC1,protein regulator of cytokinesis 1
100507118,PRC1-AS1,PRC1 antisense RNA 1
26276,VPS33B,VPS33B late endosome and lysosome associated
105370970,LOC105370970,uncharacterized LOC105370970
101926911,VPS33B-DT,VPS33B divergent transcript
9899,SV2B,synaptic vesicle glycoprotein 2B
105370972,LOC105370972,uncharacterized LOC105370972
107984778,LOC107984778,uncharacterized LOC107984778
101926928,CRAT37,cervical cancer-associated transcript 37
105370973,LOC105370973,uncharacterized LOC105370973
105370974,LOC105370974,uncharacterized LOC105370974
28232,SLCO3A1,solute carrier organic anion transporter family member 3A1
107984747,NA,NA
107987227,LOC107987227,uncharacterized LOC107987227
8128,ST8SIA2,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2"
104613533,LOC104613533,uncharacterized LOC104613533
145858,C15orf32,chromosome 15 putative open reading frame 32
100144604,LINC00930,long intergenic non-protein coding RNA 930
400451,FAM174B,family with sequence similarity 174 member B
105370975,NA,NA
101926994,LOC101926994,uncharacterized LOC101926994
728619,ASB9P1,ankyrin repeat and SOCS box containing 9 pseudogene 1
100507217,CHASERR,CHD2 adjacent suppressive regulatory RNA
1106,CHD2,chromodomain helicase DNA binding protein 2
100422995,MIR3175,microRNA 3175
56963,RGMA,repulsive guidance molecule BMP co-receptor a
101927025,LOC101927025,uncharacterized LOC101927025
105370980,LOC105370980,putative uncharacterized protein UNQ9370/PRO34162
105370981,NA,NA
105370982,LOC105370982,uncharacterized LOC105370982
107983974,LOC107983974,uncharacterized LOC107983974
101927153,LINC02207,long intergenic non-protein coding RNA 2207
283682,LINC01579,long intergenic non-protein coding RNA 1579
101927129,LINC01580,long intergenic non-protein coding RNA 1580
101927112,LINC01581,long intergenic non-protein coding RNA 1581
105369203,LOC105369203,uncharacterized LOC105369203
105370984,LOC105370984,uncharacterized LOC105370984
55784,MCTP2,multiple C2 and transmembrane domain containing 2
105370985,LINC02852,long intergenic non-protein coding RNA 2852
105370986,LOC105370986,uncharacterized LOC105370986
105370988,LOC105370988,uncharacterized LOC105370988
440311,NOP35P1,NOP53 pseudogene 1
105370989,LOC105370989,uncharacterized LOC105370989
105370991,LOC105370991,uncharacterized LOC105370991
105370990,LOC105370990,uncharacterized LOC105370990
105370994,NA,NA
400456,LETR1,lymphatic endothelial transcriptional regulator lncRNA 1
145820,LINC00924,long intergenic non-protein coding RNA 924
105370993,LOC105370993,uncharacterized LOC105370993
105370995,LOC105370995,uncharacterized LOC105370995
107984800,NA,NA
112268156,LOC112268156,uncharacterized LOC112268156
105370998,LOC105370998,uncharacterized LOC105370998
105369212,LOC105369212,uncharacterized LOC105369212
644192,NR2F2-AS1,NR2F2 antisense RNA 1
105370997,LOC105370997,uncharacterized LOC105370997
7026,NR2F2,nuclear receptor subfamily 2 group F member 2
100302258,MIR1469,microRNA 1469
101927263,LOC101927263,uncharacterized LOC101927263
105371001,LOC105371001,uncharacterized LOC105371001
105371002,LOC105371002,uncharacterized LOC105371002
100652749,SPATA8-AS1,SPATA8 antisense RNA 1
145946,SPATA8,spermatogenesis associated 8
105371004,LOC105371004,uncharacterized LOC105371004
105371005,LOC105371005,uncharacterized LOC105371005
107984764,LINC02253,long intergenic non-protein coding RNA 2253
105371006,LOC105371006,uncharacterized LOC105371006
101927286,LINC02254,long intergenic non-protein coding RNA 2254
101927310,LOC101927310,uncharacterized LOC101927310
105371007,LOC105371007,uncharacterized LOC105371007
91948,LINC00923,long intergenic non-protein coding RNA 923
91947,ARRDC4,arrestin domain containing 4
105371009,LOC105371009,uncharacterized LOC105371009
105371008,LINC02251,long intergenic non-protein coding RNA 2251
101927332,LINC01582,long intergenic non-protein coding RNA 1582
105371010,LOC105371010,uncharacterized LOC105371010
105371011,LINC02351,long intergenic non-protein coding RNA 2351
283777,FAM169BP,protein FAM169B
104472848,IRAIN,IGF1R antisense imprinted non-protein coding RNA
3480,IGF1R,insulin like growth factor 1 receptor
100616432,MIR4714,microRNA 4714
145814,PGPEP1L,pyroglutamyl-peptidase I like
105371013,NA,NA
104564224,LUNAR1,leukemia-associated non-coding IGF1R activator RNA 1
105371016,SYNM-AS1,SYNM antisense RNA 1
23336,SYNM,synemin
64927,TTC23,tetratricopeptide repeat domain 23
123355,LRRC28,leucine rich repeat containing 28
7190,HSP90B2P,"heat shock protein 90 beta family member 2, pseudogene"
105371018,LINC02244,long intergenic non-protein coding RNA 2244
105371017,LOC105371017,uncharacterized LOC105371017
107984790,LOC107984790,uncharacterized LOC107984790
105371019,LOC105371019,uncharacterized LOC105371019
4205,MEF2A,myocyte enhancer factor 2A
145748,LYSMD4,LysM domain containing 4
105371020,LOC105371020,uncharacterized LOC105371020
196968,DNM1P46,dynamin 1 pseudogene 46
400464,LOC400464,ubiquitin conjugating enzyme E2 Q2 pseudogene
170691,ADAMTS17,ADAM metallopeptidase with thrombospondin type 1 motif 17
105371022,LOC105371022,uncharacterized LOC105371022
107984740,NA,NA
388182,SPATA41,spermatogenesis associated 41
105371021,LOC105371021,uncharacterized LOC105371021
102723320,CERS3-AS1,CERS3 antisense RNA 1
204219,CERS3,ceramide synthase 3
441733,PRKXP1,PRKX pseudogene 1
102723335,LOC102723335,uncharacterized LOC102723335
55180,LINS1,lines homolog 1
140460,ASB7,ankyrin repeat and SOCS box containing 7
105371024,LOC105371024,uncharacterized LOC105371024
440313,LOC440313,protein enabled homolog
105369201,GCAWKR,gastric cancer associated WDR5 and KAT2A binding lncRNA
220,ALDH1A3,aldehyde dehydrogenase 1 family member A3
101927751,ALDH1A3-AS1,ALDH1A3 antisense RNA 1
79705,LRRK1,leucine rich repeat kinase 1
105371026,LRRK1-AS1,LRRK1 antisense RNA 1
22856,CHSY1,chondroitin sulfate synthase 1
107984727,LOC107984727,uncharacterized LOC107984727
55829,SELENOS,selenoprotein S
6627,SNRPA1,small nuclear ribonucleoprotein polypeptide A'
5046,PCSK6,proprotein convertase subtilisin/kexin type 6
100507472,LOC100507472,uncharacterized LOC100507472
105371027,PCSK6-AS1,PCSK6 antisense RNA 1
107984751,NA,NA
107987228,LOC107987228,uncharacterized LOC107987228
105371028,NA,NA
101927505,LINC02348,long intergenic non-protein coding RNA 2348
80213,TM2D3,TM2 domain containing 3
123283,TARS3,threonyl-tRNA synthetase 3
100128108,UBE2Q2P13,UBE2Q2 pseudogene 13
105371030,NA,NA
390648,OR4F6,olfactory receptor family 4 subfamily F member 6
390649,OR4F15,olfactory receptor family 4 subfamily F member 15
390651,OR4F13P,olfactory receptor family 4 subfamily F member 13 pseudogene
105376730,LOC105376730,uncharacterized LOC105376730
26682,OR4F4,olfactory receptor family 4 subfamily F member 4
100124412,FAM138E,family with sequence similarity 138 member E
100422834,MIR1302-10,microRNA 1302-10
374666,WASH3P,"WASP family homolog 3, pseudogene"
102465910,MIR6859-3,microRNA 6859-3
100288486,DDX11L9,DEAD/H-box helicase 11 like 9 (pseudogene)
102723461,LOC102723461,uncharacterized LOC102723461
107987377,NA,NA
102723502,LOC102723502,POTE ankyrin domain family member B-like
105369218,LOC105369218,uncharacterized LOC105369218
102723532,LOC102723532,olfactory receptor 4N4-like
107987381,LOC107987381,uncharacterized LOC107987381
100287029,DDX11L10,DEAD/H-box helicase 11 like 10 (pseudogene)
103504738,MIR6859-4,microRNA 6859-4
100132169,WASIR2,WASH and IL9R antisense RNA 2
51728,POLR3K,RNA polymerase III subunit K
79622,SNRNP25,small nuclear ribonucleoprotein U11/U12 subunit 25
64285,RHBDF1,rhomboid 5 homolog 1
4350,MPG,N-methylpurine DNA glycosylase
8131,NPRL3,"NPR3 like, GATOR1 complex subunit"
3050,HBZ,hemoglobin subunit zeta
107983982,LOC107983982,uncharacterized LOC107983982
3042,HBM,hemoglobin subunit mu
3040,HBA2,hemoglobin subunit alpha 2
3039,HBA1,hemoglobin subunit alpha 1
3049,HBQ1,hemoglobin subunit theta 1
55692,LUC7L,LUC7 like
83986,FAM234A,family with sequence similarity 234 member A
8786,RGS11,regulator of G protein signaling 11
398,ARHGDIG,Rho GDP dissociation inhibitor gamma
64714,PDIA2,protein disulfide isomerase family A member 2
8312,AXIN1,axin 1
10573,MRPL28,mitochondrial ribosomal protein L28
58986,PGAP6,post-GPI attachment to proteins 6
100134368,LOC100134368,uncharacterized LOC100134368
105371036,NA,NA
4833,NME4,NME/NM23 nucleoside diphosphate kinase 4
26063,DECR2,"2,4-dienoyl-CoA reductase 2"
9727,RAB11FIP3,RAB11 family interacting protein 3
64493,LINC00235,long intergenic non-protein coding RNA 235
6650,CAPN15,calpain 15
100847028,MIR5587,microRNA 5587
100423037,MIR3176,microRNA 3176
146325,PRR35,proline rich 35
107987233,NA,NA
283948,NHLRC4,NHL repeat containing 4
9091,PIGQ,phosphatidylinositol glycan anchor biosynthesis class Q
57799,RAB40C,"RAB40C, member RAS oncogene family"
101929280,NA,NA
117166,WFIKKN1,"WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1"
84326,METTL26,methyltransferase like 26
64717,TRG-CCC2-2,tRNA-Gly (anticodon CCC) 2-2
100287175,LOC100287175,uncharacterized LOC100287175
84331,MCRIP2,MAPK regulated corepressor interacting protein 2
105371038,LOC105371038,uncharacterized LOC105371038
197335,WDR90,WD repeat domain 90
107984861,NA,NA
89941,RHOT2,ras homolog family member T2
9028,RHBDL1,rhomboid like 1
105371184,STUB1-DT,STUB1 divergent transcript
10273,STUB1,STIP1 homology and U-box containing protein 1
339123,JMJD8,jumonji domain containing 8
84219,WDR24,WD repeat domain 24
146330,FBXL16,F-box and leucine rich repeat protein 16
79006,METRN,"meteorin, glial cell differentiation regulator"
65990,ANTKMT,adenine nucleotide translocase lysine methyltransferase
124093,CCDC78,coiled-coil domain containing 78
84264,HAGHL,hydroxyacylglutathione hydrolase like
64428,CIAO3,cytosolic iron-sulfur assembly component 3
10232,MSLN,mesothelin
724032,MIR662,microRNA 662
113000,RPUSD1,RNA pseudouridine synthase domain containing 1
63922,CHTF18,chromosome transmission fidelity factor 18
51764,GNG13,G protein subunit gamma 13
388199,PRR25,proline rich 25
64788,LMF1,lipase maturation factor 1
107984876,LOC107984876,uncharacterized LOC107984876
101929387,LMF1-AS1,LMF1 antisense RNA 1
30812,SOX8,SRY-box transcription factor 8
107984898,NA,NA
146336,SSTR5-AS1,SSTR5 antisense RNA 1
6755,SSTR5,somatostatin receptor 5
390664,C1QTNF8,C1q and TNF related 8
107984906,LOC107984906,uncharacterized LOC107984906
105371042,LOC105371042,uncharacterized LOC105371042
8912,CACNA1H,calcium voltage-gated channel subunit alpha1 H
25823,TPSG1,tryptase gamma 1
64499,TPSB2,tryptase beta 2
7177,TPSAB1,tryptase alpha/beta 1
23430,TPSD1,tryptase delta 1
7329,UBE2I,ubiquitin conjugating enzyme E2 I
8938,BAIAP3,BAI1 associated protein 3
115939,TSR3,TSR3 ribosome maturation factor
84572,GNPTG,N-acetylglucosamine-1-phosphate transferase subunit gamma
64718,UNKL,unk like zinc finger
101929440,UNKL-AS1,UNKL antisense RNA 1
283951,UQCC4,ubiquinol-cytochrome c reductase complex assembly factor 4
105371044,LOC105371044,uncharacterized LOC105371044
105371045,PERCC1,proline and glutamate rich with coiled coil 1
645811,CCDC154,coiled-coil domain containing 154
1186,CLCN7,chloride voltage-gated channel 7
390667,PTX4,pentraxin 4
9894,TELO2,telomere maintenance 2
9742,IFT140,intraflagellar transport 140
79652,TMEM204,transmembrane protein 204
105371046,LOC105371046,uncharacterized LOC105371046
57585,CRAMP1,cramped chromatin regulator 1
90861,JPT2,Jupiter microtubule associated homolog 2
23162,MAPK8IP3,mitogen-activated protein kinase 8 interacting protein 3
101929480,MAPK8IP3-AS1,MAPK8IP3 antisense RNA 1
100423012,MIR3177,microRNA 3177
4832,NME3,NME/NM23 nucleoside diphosphate kinase 3
65993,MRPS34,mitochondrial ribosomal protein S34
197342,EME2,essential meiotic structure-specific endonuclease subunit 2
90864,SPSB3,splA/ryanodine receptor domain and SOCS box containing 3
10101,NUBP2,"NUBP iron-sulfur cluster assembly factor 2, cytosolic"
3483,IGFALS,insulin like growth factor binding protein acid labile subunit
3029,HAGH,hydroxyacylglutathione hydrolase
81889,FAHD1,fumarylacetoacetate hydrolase domain containing 1
254528,MEIOB,meiosis specific with OB-fold
64735,LINC00254,long intergenic non-protein coding RNA 254
105371048,LINC02124,long intergenic non-protein coding RNA 2124
64711,HS3ST6,heparan sulfate-glucosamine 3-sulfotransferase 6
51734,MSRB1,methionine sulfoxide reductase B1
6123,RPL3L,ribosomal protein L3 like
4716,NDUFB10,NADH:ubiquinone oxidoreductase subunit B10
6187,RPS2,ribosomal protein S2
574042,SNORA10,"small nucleolar RNA, H/ACA box 10"
26784,SNORA64,"small nucleolar RNA, H/ACA box 64"
735301,SNHG9,small nucleolar RNA host gene 9
677844,SNORA78,"small nucleolar RNA, H/ACA box 78"
146310,RNF151,ring finger protein 151
10607,TBL3,transducin beta like 3
124056,NOXO1,NADPH oxidase organizer 1
2671,GFER,"growth factor, augmenter of liver regeneration"
9143,SYNGR3,synaptogyrin 3
90850,ZNF598,"zinc finger protein 598, E3 ubiquitin ligase"
283869,NPW,neuropeptide W
9351,NHERF2,NHERF family PDZ scaffold protein 2
4913,NTHL1,nth like DNA glycosylase 1
7249,TSC2,TSC complex subunit 2
5310,PKD1,"polycystin 1, transient receptor potential channel interacting"
100188847,MIR1225,microRNA 1225
105371049,PKD1-AS1,PKD1 antisense RNA 1
102465429,MIR6511B1,microRNA 6511b-1
100616258,MIR4516,microRNA 4516
100500916,MIR3180-5,microRNA 3180-5
25837,RAB26,"RAB26, member RAS oncogene family"
100507303,SNHG19,small nucleolar RNA host gene 19
26788,SNORD60,"small nucleolar RNA, C/D box 60"
84231,TRAF7,TNF receptor associated factor 7
57524,CASKIN1,CASK interacting protein 1
64223,MLST8,MTOR associated protein MLST8
283870,BRICD5,BRICHOS domain containing 5
283871,PGP,phosphoglycolate phosphatase
1877,E4F1,E4F transcription factor 1
1775,DNASE1L2,deoxyribonuclease 1 like 2
1632,ECI1,enoyl-CoA delta isomerase 1
107984839,LOC107984839,uncharacterized LOC107984839
10921,RNPS1,RNA binding protein with serine rich domain 1
106660606,MIR3677HG,MIR3677 and MIR940 host gene
100500812,MIR3677,microRNA 3677
100126328,MIR940,microRNA 940
100616241,MIR4717,microRNA 4717
21,ABCA3,ATP binding cassette subfamily A member 3
650655,ABCA17P,"ATP binding cassette subfamily A member 17, pseudogene"
899,CCNF,cyclin F
102465459,MIR6767,microRNA 6767
105371050,LOC105371050,uncharacterized LOC105371050
80178,TEDC2,tubulin epsilon and delta complex 2
102465460,MIR6768,microRNA 6768
729652,TEDC2-AS1,TEDC2 antisense RNA 1
4917,NTN3,netrin 3
57465,TBC1D24,TBC1 domain family member 24
527,ATP6V0C,ATPase H+ transporting V0 subunit c
51005,AMDHD2,amidohydrolase domain containing 2
752014,CEMP1,cementum protein 1
100422974,MIR3178,microRNA 3178
5170,PDPK1,3-phosphoinositide dependent protein kinase 1
652276,LOC652276,potassium channel tetramerization domain containing 5 pseudogene
645644,FLJ42627,uncharacterized LOC645644
100507321,ERVK13-1,endogenous retrovirus group K13 member 1
54442,KCTD5,potassium channel tetramerization domain containing 5
83886,PRSS27,serine protease 27
100128788,SRRM2-AS1,SRRM2 antisense RNA 1
23524,SRRM2,serine/arginine repetitive matrix 2
6923,ELOB,elongin B
260429,PRSS33,serine protease 33
360226,PRSS41,serine protease 41
109616997,SNORA3C,"small nucleolar RNA, H/ACA box 3C"
10942,PRSS21,serine protease 21
124220,ZG16B,zymogen granule protein 16B
124221,PRSS30P,"serine protease 30, pseudogene"
64063,PRSS22,serine protease 22
101929566,LOC101929566,uncharacterized LOC101929566
114984,FLYWCH2,FLYWCH family member 2
84256,FLYWCH1,FLYWCH-type zinc finger 1
105371055,FLYWCH1-AS1,FLYWCH1 antisense RNA 1
79412,KREMEN2,kringle containing transmembrane protein 2
124222,PAQR4,progestin and adipoQ receptor family member 4
9088,PKMYT1,"protein kinase, membrane associated tyrosine/threonine 1"
283875,GREP1,glycine rich extracellular protein 1
101929613,NA,NA
107984895,NA,NA
105371056,NA,NA
9080,CLDN9,claudin 9
9074,CLDN6,claudin 6
51330,TNFRSF12A,TNF receptor superfamily member 12A
54985,HCFC1R1,host cell factor C1 regulator 1
79228,THOC6,THO complex subunit 6
146439,BICDL2,BICD family like cargo adaptor 2
100128770,LOC100128770,uncharacterized LOC100128770
64386,MMP25,matrix metallopeptidase 25
100507419,MMP25-AS1,MMP25 antisense RNA 1
9235,IL32,interleukin 32
105371058,NA,NA
84891,ZSCAN10,zinc finger and SCAN domain containing 10
81854,ZNF205-AS1,ZNF205 antisense RNA 1
7755,ZNF205,zinc finger protein 205
100507458,ZNF213-AS1,ZNF213 antisense RNA 1
7760,ZNF213,zinc finger protein 213
197350,CASP16P,"caspase 16, pseudogene"
100189173,TRR-CCG1-3,tRNA-Arg (anticodon CCG) 1-3
100189168,TRR-CCT3-1,tRNA-Arg (anticodon CCT) 3-1
100189119,TRK-CTT3-1,tRNA-Lys (anticodon CTT) 3-1
100189335,TRP-TGG3-3,tRNA-Pro (anticodon TGG) 3-3
100189221,TRP-CGG1-2,tRNA-Pro (anticodon CGG) 1-2
100189282,TRK-CTT2-5,tRNA-Lys (anticodon CTT) 2-5
100189209,TRK-CTT5-1,tRNA-Lys (anticodon CTT) 5-1
100189136,TRP-AGG2-7,tRNA-Pro (anticodon AGG) 2-7
100189388,TRP-TGG3-4,tRNA-Pro (anticodon TGG) 3-4
100189281,TRP-TGG3-5,tRNA-Pro (anticodon TGG) 3-5
4992,OR1F1,olfactory receptor family 1 subfamily F member 1
100189296,TRP-AGG2-8,tRNA-Pro (anticodon AGG) 2-8
100189062,TRK-CTT4-1,tRNA-Lys (anticodon CTT) 4-1
100189020,TRP-AGG1-1,tRNA-Pro (anticodon AGG) 1-1
100189270,TRR-CCT5-1,tRNA-Arg (anticodon CCT) 5-1
26184,OR1F2P,olfactory receptor family 1 subfamily F member 2 pseudogene
7752,ZNF200,zinc finger protein 200
4210,MEFV,"MEFV innate immunity regulator, pyrin"
283876,LINC00921,long intergenic non-protein coding RNA 921
10127,ZNF263,zinc finger protein 263
91151,TIGD7,tigger transposable element derived 7
7627,ZNF75A,zinc finger protein 75A
4993,OR2C1,olfactory receptor family 2 subfamily C member 1
105371059,LOC105371059,uncharacterized LOC105371059
100463285,MTRNR2L4,MT-RNR2 like 4 (pseudogene)
54925,ZSCAN32,zinc finger and SCAN domain containing 32
7727,ZNF174,zinc finger protein 174
146434,ZNF597,zinc finger protein 597
79903,NAA60,"N-alpha-acetyltransferase 60, NatF catalytic subunit"
102465134,MIR6126,microRNA 6126
646174,C16orf90,chromosome 16 open reading frame 90
23059,CLUAP1,clusterin associated protein 1
197358,NLRC3,NLR family CARD domain containing 3
101929732,LOC101929732,uncharacterized LOC101929732
105371060,LOC105371060,uncharacterized LOC105371060
84464,SLX4,SLX4 structure-specific endonuclease subunit
1773,DNASE1,deoxyribonuclease 1
10131,TRAP1,TNF receptor associated protein 1
